رقم  السجل,حالة السجل,انشاء السجل,انتهاء السجل,رقم الرخصة,حالة الرخصة,انشاء الرخصة,انتهاء الرخصة,اسم المنشاة,التصنيف الرئيسي,التصنيف الفرعي,ص.ب,هاتف,البلدية,المنطقة,رقم الشارع,وصف الشارع,رقم المبنى,الحي,اسم الحي,كود النشاط,اسم النشاط
91485,منتهية,03-JAN-17,02-JAN-21,182165,منتهية,18-JUN-20,13-JUN-21,كناري لتأجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الريان,53,740,معيذر التجاري,81,88,معيذر,4922901,تاجير السيارات بدون سائق
91551,نشط,05-JAN-17,04-JAN-22,132043,نشط,12-MAR-17,06-MAR-22,ليموزين برزان,تجاري,مكتب تجاري,,+97455522603,بلدية ام صلال,71,726,,11,128,ام صلال محمد,4921211,خدمة الليموزين
19414,نشط,24-AUG-97,16-FEB-25,17951,نشط,,27-NOV-21,المفتاح للخدمات وتاجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,42,250,الدائري الرابع,60,43,الهلال,4922901,تاجير السيارات بدون سائق
119661,نشط,10-JUL-18,05-JAN-22,155814,نشط,31-JUL-18,21-JAN-22,المناعي اوتورينت,تجاري,مكتب تجاري,,+974,بلدية الدوحة,57,100,100,72,100,المنطقة الصناعية,4922901,تاجير السيارات بدون سائق
121531,نشط,27-AUG-18,22-FEB-22,159058,نشط,02-OCT-18,26-SEP-21,سوبر فاست ليموزين,تجاري,مكتب تجاري,13964,+97455513245,بلدية الدوحة,7,109,جبر بن حمد,14,9,السوق,4921211,خدمة الليموزين
121757,نشط,02-SEP-18,28-FEB-22,157877,نشط,16-SEP-18,10-SEP-21,تونتي ون ليموزين,تجاري,مكتب تجاري,,+97433663313,بلدية الدوحة,60,950,حادة الظلام,24,1000,لا يوجد,4921211,خدمة الليموزين
111827,نشط,29-JAN-18,28-JAN-22,153308,نشط,30-MAY-18,20-NOV-21,ايسوبار ليموزين,تجاري,مكتب تجاري,,+974,بلدية الوكرة,90,720,عبدالرحمن بن جاسم,58,635,الوكرة,4921211,خدمة الليموزين
118483/1,نشط,10-MAR-19,04-JUN-22,172621,نشط,19-MAY-19,09-NOV-21,رستة ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,230,الطريق الدائري الثالث,174,23,نجمة,4921211,خدمة الليموزين
94852,نشط,06-MAR-17,05-MAR-22,132691,نشط,22-MAR-17,16-MAR-22,اسيان ليموزين سيرفيس,تجاري,مكتب تجاري,31361,+97466092065,بلدية الريان,53,740,معيذر,74,65,الريان الجديد,4921211,خدمة الليموزين
115722/2,نشط,10-APR-18,08-APR-25,88033,معلق,,08-SEP-21,المفتاح لتاجير السيارات,تجاري,مكتب تجاري,,,بلدية الخور و الذخيرة,74,390,ابن عمير,27,269,الخور,4922901,تاجير السيارات بدون سائق
129706,نشط,03-FEB-19,02-FEB-22,168197,معلق,14-FEB-19,08-FEB-22,فايف لاين ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,24,950,ابن سينا,146,20,روضة الخيل,4921211,خدمة الليموزين
129686,نشط,03-FEB-19,02-FEB-22,169364,نشط,09-MAR-19,03-MAR-22,ليموزين كياني,تجاري,مكتب تجاري,,,بلدية الدوحة,6,810,الاسحاق,26,8,الغانم العتيق,4921211,خدمة الليموزين
83811/2,نشط,07-AUG-17,17-NOV-21,139265,نشط,13-AUG-17,03-FEB-22,هلو ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طلريق سلوى,445,95,عين خالد,4921211,خدمة الليموزين
105201,نشط,19-OCT-17,18-OCT-21,143457,نشط,22-NOV-17,16-NOV-21,واجون ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,24,830,حطين,16,20,روضة الخيل,4921211,خدمة الليموزين
119266,نشط,03-JUL-18,29-DEC-21,157669,نشط,12-SEP-18,06-SEP-21,الليموزين الذهبي,تجاري,مكتب تجاري,,+97455553424,بلدية الخور و الذخيرة,74,712,الامير,34,269,الخور,4921211,خدمة الليموزين
121510,نشط,16-AUG-18,11-FEB-22,160089,معلق,16-OCT-18,10-OCT-21,ميب ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,204,شارع طيبة,154,95,عين خالد,4921211,خدمة الليموزين
126891,نشط,06-DEC-18,05-DEC-21,165369,نشط,31-DEC-18,25-DEC-21,ليموزين القمر,تجاري,مكتب تجاري,,+974,بلدية الريان,51,780,ثاني بن جاسم,59,47,الغرافة,4921211,خدمة الليموزين
105694,نشط,31-OCT-17,30-OCT-21,145624,نشط,04-JAN-18,29-DEC-21,شاهين الدوحه ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,37,913,احمد بن على,4,35,فريج بن عمران,4921211,خدمة الليموزين
103520,نشط,14-SEP-17,13-SEP-21,142076,معلق,26-OCT-17,20-OCT-21,سوبر كار ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,24,950,ابن سينا,146,20,روضة الخيل,4921211,خدمة الليموزين
123259,نشط,30-SEP-18,29-SEP-21,138792,معلق,,21-JAN-22,الشعلة لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,محمد بن جاسم,127,128,ام صلال محمد,4922901,تاجير السيارات بدون سائق
94031,نشط,22-FEB-17,21-FEB-22,134041,نشط,09-APR-17,03-APR-22,ليموزين البتيل,تجاري,مكتب تجاري,,+974,بلدية الدوحة,45,310,المطار,272,44,المطار العتيق,4921211,خدمة الليموزين
97443,نشط,19-APR-17,15-OCT-21,136360,معلق,21-MAY-17,11-NOV-21,ليموزين تو براذرز,تجاري,مكتب تجاري,,+974,بلدية الدوحة,16,830,بيت الحكمه,63,8,الغانم العتيق,4921211,خدمة الليموزين
92465/1,نشط,29-MAR-17,23-JAN-22,191111,معلق,27-JAN-21,22-JAN-22,هابي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,818,ال شافي,19,65,الريان الجديد,4921211,خدمة الليموزين
96542,نشط,04-APR-17,03-APR-22,134751,نشط,23-APR-17,14-OCT-21,ليموزين السحاب,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,ام صلال محمد,57,128,ام صلال محمد,4921211,خدمة الليموزين
50375/1,نشط,05-JUL-11,26-APR-22,80783,معلق,,03-JAN-22,المرخية لتأجير السيارات وخدمات الليموزين,تجاري,مكتب تجاري,20739,44873569/5553321,بلدية الريان,53,667,التجاري,5,88,معيذر,4921211,خدمة الليموزين
50375/1,نشط,05-JUL-11,26-APR-22,80783,معلق,,03-JAN-22,المرخية لتأجير السيارات وخدمات الليموزين,تجاري,مكتب تجاري,20739,44873569/5553321,بلدية الريان,53,667,التجاري,5,88,معيذر,4922901,تاجير السيارات بدون سائق
121260,نشط,12-AUG-18,07-FEB-22,157958,نشط,17-SEP-18,11-SEP-21,ويكيند ليموزين,تجاري,مكتب تجاري,47611,+97466527721,بلدية الدوحة,40,230,الطريق الدائري الثاني,289,41,اسلطة الجديدة,4921211,خدمة الليموزين
129689,منتهية,03-FEB-19,02-FEB-21,88041,نشط,,09-SEP-21,انفوسات ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,744,معيذر الشمالي,9,65,الريان الجديد,4922901,تاجير السيارات بدون سائق
119097,نشط,28-JUN-18,24-DEC-21,154280,نشط,02-JUL-18,23-DEC-21,تريبل اس تن لتاجير السيارات,تجاري,مكتب تجاري,12594,+97450050404,بلدية الريان,51,620,معن بن عدي,17,47,الغرافة,4922901,تاجير السيارات بدون سائق
95060,نشط,09-MAR-17,08-MAR-22,132990,معلق,27-MAR-17,21-MAR-22,ليمون ليموزين,تجاري,مكتب تجاري,,+97433090343,بلدية الدوحة,16,220,الدائري الثاني,32,8,الغانم العتيق,4921211,خدمة الليموزين
95855,نشط,22-MAR-17,17-SEP-21,135335,معلق,02-MAY-17,23-OCT-21,الاولى لليموزين,تجاري,مكتب تجاري,30778,55554123,بلدية الريان,55,3,طريق سلوى,464,85,الغانم الجديد,4921211,خدمة الليموزين
95477,نشط,16-MAR-17,11-SEP-21,135268,معلق,01-MAY-17,22-OCT-21,بست ليموزين,تجاري,مكتب تجاري,18395,+97455510464,بلدية الدوحة,13,150,طريق الريان,63,1000,لا يوجد,4921211,خدمة الليموزين
100619,نشط,05-JUL-17,31-DEC-21,143787,نشط,28-NOV-17,22-NOV-21,فرانس ليموزين,تجاري,مكتب تجاري,153,+97450216452,بلدية الدوحة,26,940,الخلدية,20,23,نجمة,4921211,خدمة الليموزين
104509,نشط,08-OCT-17,07-OCT-21,143342,نشط,21-NOV-17,15-NOV-21,المغرب ليموزين,تجاري,مكتب تجاري,,+97477862288,بلدية الدوحة,24,950,ابن سينا,146,20,روضة الخيل,4921211,خدمة الليموزين
121037,نشط,06-AUG-18,01-FEB-22,157389,معلق,06-SEP-18,27-FEB-22,التراث لخدمات الليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,320,نجمة,11,23,نجمة,4921211,خدمة الليموزين
90593,نشط,11-DEC-16,10-DEC-21,137254,نشط,07-JUN-17,28-NOV-21,ناسكو ليموزين,تجاري,مكتب تجاري,,+97455546441,بلدية الريان,56,965,الصناعيه,115,99,ام السنيم,4921211,خدمة الليموزين
125144,نشط,04-NOV-18,03-NOV-21,162491,نشط,19-NOV-18,13-NOV-21,استايليش لليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,989,ال شافي,93,65,الريان الجديد,4921211,خدمة الليموزين
125871,نشط,19-NOV-18,18-NOV-21,165479,نشط,01-JAN-19,26-DEC-21,ليموزين الموعد المحدد,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,ام صلال محمد,79,128,ام صلال محمد,4921211,خدمة الليموزين
132314,نشط,31-MAR-19,26-SEP-21,172289,نشط,09-MAY-19,30-OCT-21,أم أر أف لخدمات الليموزين,تجاري,مكتب تجاري,,55853557,بلدية الريان,56,340,طريق سلوى,299,97,المعمورة,4921211,خدمة الليموزين
95034/1,نشط,20-DEC-17,08-MAR-22,144917,معلق,24-DEC-17,19-DEC-19,انوار ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,4,860,بن عباس,36,4,مشيرب,4921211,خدمة الليموزين
112177,نشط,04-FEB-18,03-FEB-22,147914,نشط,15-FEB-18,09-FEB-22,اوكسفورد ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,627,ابن الحاجب,23,88,معيذر,4921211,خدمة الليموزين
131588,نشط,14-MAR-19,09-SEP-21,169991,نشط,20-MAR-19,10-SEP-21,ليموزين مروه,تجاري,مكتب تجاري,,+974,بلدية الريان,56,995,السوق المركزي,191,94,بو هامور,4921211,خدمة الليموزين
89702,نشط,17-NOV-16,16-NOV-21,136358,نشط,21-MAY-17,11-NOV-21,ليموزين كداد,تجاري,مكتب تجاري,,+974,بلدية الدوحة,16,220,الطريق الدائري الثاني,26,8,الغانم العتيق,4921211,خدمة الليموزين
90785,نشط,15-DEC-16,14-DEC-21,128619,نشط,04-JAN-17,29-DEC-21,بروميز لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,24,950,ابن سينة,146,20,روضة الخيل,4922901,تاجير السيارات بدون سائق
132687,منتهية,08-APR-19,04-OCT-20,185553,معلق,16-SEP-20,11-SEP-21,العوين  ليموزين,تجاري,مكتب تجاري,,+97466632256,بلدية الدوحة,27,310,ام غويلينه,43,489,ام غويلينة,4921211,خدمة الليموزين
50839/1,نشط,04-NOV-12,17-NOV-21,89149,نشط,,18-NOV-21,غدامس لخدمة الليموزين,تجاري,مكتب تجاري,60631,+97433559666,بلدية الخور و الذخيرة,74,880,ناصر بن عبدالله المسند,52,269,الخور,4922901,تاجير السيارات بدون سائق
130103,نشط,11-FEB-19,10-FEB-22,169546,نشط,12-MAR-19,06-MAR-22,نيس داي ليموزين,تجاري,مكتب تجاري,,+97430778434,بلدية الريان,56,340,طريق سلوي,299,97,المعمورة,4921211,خدمة الليموزين
90776,نشط,15-DEC-16,14-DEC-21,128278,معلق,27-DEC-16,21-DEC-21,المادة ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,100,طريق الصناعيه الشرقي,183,99,ام السنيم,4921211,خدمة الليموزين
90846,نشط,20-DEC-16,19-DEC-21,130372,نشط,08-FEB-17,02-FEB-22,الدانه ليموزين,تجاري,مكتب تجاري,,+97430303747,بلدية الريان,56,400,طريق سلوى,41,95,عين خالد,4921211,خدمة الليموزين
124935,نشط,30-OCT-18,29-OCT-21,6794,معلق,,30-OCT-21,المها لتاجير السيارات,تجاري,مكتب تجاري,,+97466932732,بلدية الدوحة,38,343,سيناء,3,38,السد,4922901,تاجير السيارات بدون سائق
91407,منتهية,02-JAN-17,01-JAN-21,178395,معلق,28-NOV-19,22-NOV-21,جوست ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,965,,115,99,ام السنيم,4921211,خدمة الليموزين
90345,نشط,05-DEC-16,04-DEC-21,129258,معلق,17-JAN-17,11-JAN-22,تريبل ايت ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,100,الصناعية الشرقي,19,95,عين خالد,4921211,خدمة الليموزين
121288,نشط,13-AUG-18,08-FEB-22,164125,معلق,10-DEC-18,04-DEC-21,البرج ليموزين,تجاري,مكتب تجاري,3862,55853093,بلدية الدوحة,25,320,نجمه,1,21,المنصورة,4921211,خدمة الليموزين
118983,نشط,26-JUN-18,22-DEC-21,155099,معلق,18-JUL-18,08-JAN-22,كرون ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,740,التجاري,87,88,معيذر,4921211,خدمة الليموزين
119480,نشط,08-JUL-18,03-JAN-22,156975,نشط,29-AUG-18,19-FEB-22,ليموزين إم كي,تجاري,محل تجارى,70705,+97466554413,بلدية الشمال,79,270,التجاري,50,423,الرويس,4921211,خدمة الليموزين
119475,نشط,08-JUL-18,03-JAN-22,156146,نشط,06-AUG-18,27-JAN-22,اوربت ليموزين,تجاري,مكتب تجاري,,+97455028050,بلدية الريان,51,620,معن بن عدي,18,47,الغرافة,4921211,خدمة الليموزين
133986,نشط,09-MAY-19,04-NOV-21,175334,نشط,25-AUG-19,15-FEB-22,نوها ليموزين,تجاري,مكتب تجاري,,+97466258396,بلدية الشمال,78,820,ابو الظلوف,85,392,الزبارة,4921211,خدمة الليموزين
98549,نشط,11-MAY-17,06-NOV-21,136721,معلق,28-MAY-17,18-NOV-21,هاي واي ليموزين,تجاري,مكتب تجاري,4317,+97450728627,بلدية الدوحة,38,893,الضفاف,19,38,السد,4921211,خدمة الليموزين
97843,نشط,27-APR-17,23-OCT-21,136974,نشط,31-MAY-17,21-NOV-21,ليموزين الحزم,تجاري,مكتب تجاري,2693,+97477400091,بلدية الدوحة,24,920,وادي رشيدة,87,20,روضة الخيل,4921211,خدمة الليموزين
29510,نشط,02-JAN-05,31-DEC-21,10671,نشط,,12-SEP-21,شركة البتراء لتأجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,23,850,قطري بن الفجاءة,58,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
93447,نشط,12-FEB-17,11-FEB-22,78325,نشط,,08-MAR-22,صقر الدوحة لتأجير السيارات والليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,38,955,السلامه,11,38,السد,4922901,تاجير السيارات بدون سائق
88809,نشط,26-OCT-16,25-OCT-21,129898,معلق,30-JAN-17,24-JAN-22,شاهين الدوحه لتأجير السيارات,تجاري,مكتب تجاري,55339881,+974,بلدية الدوحة,37,232,احمد بن علي,155,35,فريج بن عمران,4922901,تاجير السيارات بدون سائق
134498,نشط,23-MAY-19,18-NOV-21,173987,نشط,08-JUL-19,29-DEC-21,كيو وان ليموزين,تجاري,مكتب تجاري,,+97433235557,بلدية الريان,51,780,ثاني بن جاسم,80,47,الغرافة,4921211,خدمة الليموزين
